text,topic,timestamp,annotator_1,annotator_2,annotator_3,sentiment
We talked about ways we can support our State’s paper products industries and fight unfair trade,Politics,2024-10-04 01:39:00,negative,negative,negative,negative
Congressman Griffith's Weekly E-Newsletter 8.4.17 Topics: Filibuster Frustration,Politics,2024-05-27 07:47:00,neutral,neutral,neutral,neutral
: Thanks to for speaking at the PA Congressional Breakfast,Politics,2024-12-26 03:28:00,positive,positive,positive,positive
"Today, I joined my colleagues from the Tennessee delegation and the Congressional Black Caucus on the House floor t…",Politics,2024-01-15 01:20:00,negative,negative,negative,negative
: Books from the Library of Congress now have new homes in some Bay County schools.,Politics,2024-07-10 13:09:00,positive,positive,positive,positive
It’s Approps season &amp; is handing out special interest policy riders to their friends &amp; their corporations.,Politics,2024-12-15 05:10:00,positive,positive,positive,positive
My statement on the passing of former Ohio Congressman Ralph Regula:,Politics,2024-07-14 19:43:00,neutral,neutral,neutral,neutral
Wonderful discussion going with community members in Idaho Springs,Politics,2024-03-14 07:29:00,positive,positive,positive,positive
"While there are many things in the president’s budget proposal I support, I am disappointed the president’s proposa…",Politics,2024-12-07 00:57:00,negative,negative,negative,negative
I’m proud to be an original cosponsor of 's legislation in the House to reinstate pro…,Politics,2024-12-12 17:10:00,positive,positive,positive,positive
: .: “We worked very hard with President Trump to get this economy moving again after 8 years of Barack Obama wreck…,Politics,2024-06-02 20:27:00,negative,negative,negative,negative
"Cybersecurity policy has long been an area of bipartisan agreement, and the nation has benefited from the work of…",Politics,2024-06-03 06:24:00,neutral,neutral,neutral,neutral
"It was great to see Bob McKenna, the President/CEO of , Dr. John Dever, the President of , and Je…",Politics,2024-10-19 11:36:00,positive,positive,negative,positive
“Indiana didn’t let politics get In the way of action” The rest of the nation should follow Indiana’s example. T…,Politics,2024-01-12 21:25:00,neutral,neutral,neutral,neutral
: Weeks ago Trump told senators they were afraid of the NRA,Politics,2024-12-17 23:03:00,negative,negative,negative,negative
"Day 8 of - , instead of sending Congress home before noon on…",Politics,2024-05-26 07:38:00,neutral,neutral,neutral,neutral
": Today in History: Happy Birthday to us! President John Adams approves establishment of the Library of Congress, 1800 #…",Politics,2024-04-07 19:16:00,positive,positive,positive,positive
Congress’s number one responsibility is to provide for the defense of this nation and this agreement enables us to…,Politics,2024-12-03 21:53:00,neutral,neutral,neutral,neutral
"Great to catch up with former Newport News Mayor and President/CEO of the Virginia Chamber of Commerce, Barry DuVal…",Politics,2024-11-26 01:19:00,positive,positive,positive,positive
": Congressional Republicans are trying to avoid responsibility for the disastrous , but we know Americans will h…",Politics,2024-03-08 02:58:00,negative,negative,negative,negative
Great meeting with Cal Poly President this afternoon. I was happy to introduce him to a couple of…,Politics,2024-03-30 06:08:00,positive,positive,positive,positive
Very disturbing that Members of Congress are recklessly endangering national security in order to enable Trump’s at…,Politics,2024-07-06 16:32:00,negative,negative,negative,negative
"Chairman “Tough questions about the future of our policy in Syria remain, but those questions should no…",Politics,2024-05-11 15:51:00,negative,negative,negative,negative
Tragic news coming out of . I’m praying for all the victims. This cannot be our new normal- Congress must act.,Politics,2024-02-28 14:04:00,negative,negative,negative,negative
: . appreciates all the members of Congress who have voiced their support for plan to deploy t…,Politics,2024-12-11 12:54:00,neutral,positive,neutral,neutral
"Identity theft is a serious issue that demands serious solutions. A bill that is being considered in Congress, howe…",Politics,2024-07-21 00:16:00,negative,negative,negative,negative
“This is an issue ripe for more rigorous congressional oversight — even an independent commission to investigate ch…,Politics,2024-12-10 23:43:00,positive,positive,positive,positive
One evening of faux-bipartisanship does not erase the President’s failures over the past year. The President’s poli…,Politics,2024-11-22 11:06:00,negative,negative,negative,negative
students are tired of waiting for Congress to take action to save lives - and so am I. Congress needs to t…,Politics,2024-11-13 17:20:00,negative,negative,negative,negative
"By showing up for town halls, people are standing up and saying, “We want to participate in our democracy! We are r…",Politics,2024-02-02 20:52:00,neutral,neutral,neutral,neutral
": The FOP stands with , , and the 133 other members of Congress who support robust funding for the …",Politics,2024-11-28 13:07:00,negative,negative,negative,negative
: Alabama : The fight against childhood cancer,Politics,2024-09-09 03:06:00,neutral,positive,neutral,neutral
"If the President is sincere about helping , he must work to: -Provide better mental health care -Create g…",Politics,2024-07-17 14:23:00,positive,positive,positive,positive
: It’s the last week of practices for the 56th annual Congressional Baseball Game &amp; wants another win,Politics,2024-10-03 13:37:00,positive,positive,positive,positive
"On , the House passed legislation I've co-sponsored that would permanently fund services that help low incom…",Politics,2024-07-31 20:06:00,neutral,neutral,neutral,neutral
": .: ""HR36 will stand in the way of physicians providing the best care for their patients."" h…",Politics,2024-05-23 01:44:00,positive,positive,positive,positive
High School Students: Don't forget to submit your artwork by tomorrow for the Congressional Art Competition,Politics,2024-04-30 11:06:00,positive,positive,positive,positive
Enjoyed having breakfast and talking about our work in Congress for the Ninth District with for the…,Politics,2024-11-26 11:03:00,positive,positive,positive,positive
"Sitting down with , , &amp; on the this morning to share my . Tune in at 11AM!",Politics,2024-03-03 14:05:00,negative,negative,negative,negative
"Congress has finally delivered on the promise of tax reform, and I am proud to have supported this historic tax bill.",Politics,2024-11-01 00:03:00,positive,positive,positive,positive
": TOMORROW will hold a policy roundtable discussion on Tuesday,…",Politics,2024-03-05 18:13:00,neutral,neutral,neutral,neutral
"Behind the scenes of these corruption stories, Scott Pruitt’s EPA is adopting a rule to limit the science used in i…",Politics,2024-04-20 07:21:00,negative,neutral,negative,negative
: W&amp;M MARKUP: A bill from and Congressman that looks to put an end to the inadv…,Politics,2024-11-01 00:17:00,neutral,neutral,neutral,neutral
: 97% of gun owners want to see Congress require background checks for all gun buyers. When will le…,Politics,2024-10-03 08:51:00,neutral,neutral,positive,neutral
"Congress should strengthen Pell Grants so fewer students are reliant on loans. Unfortunately, the cuts…",Politics,2024-01-14 04:00:00,negative,negative,negative,negative
"The President’s racially derogatory remarks about Sen. Warren today are mean-spirited, insulting &amp; impossible to in…",Politics,2024-10-28 10:01:00,negative,negative,negative,negative
A free and open press is central to American self-government. Proud of our bipartisan work in Congress to protect p…,Politics,2024-08-03 16:07:00,positive,positive,neutral,positive
"Today, three colleagues and I led 148 Members of Congress in sending a letter to Speaker Ryan asking why he fired F…",Politics,2024-07-04 16:37:00,neutral,neutral,neutral,neutral
I’m disappointed to see President Trump’s latest temper tantrum hitting the VA and jeopardizing care for our nation…,Politics,2024-11-10 01:46:00,negative,neutral,negative,negative
". leadership is trying to ram a 2,000-page spending bill through today giving members little to no ti…",Politics,2024-09-23 09:29:00,negative,negative,negative,negative
Disappointed to see my Dem Colleagues on playing politics with Farm &amp; Food Policy. These obstructioni…,Politics,2024-07-24 13:43:00,negative,negative,negative,negative
"Looking forward to them! Constituents can RSVP for any of our ""Coffee with Your Congresswoman"" events here:…",Politics,2024-02-07 02:20:00,neutral,neutral,neutral,neutral
: ‘We have elected a bigot as president. The question really is what are we going to do about it?’ — Rep. Al Green isn't hol…,Politics,2024-11-15 20:37:00,neutral,neutral,negative,neutral
"For this week's , we discuss the Iran deal, North Korea, and my bill to assist the Quincy Americ…",Politics,2024-11-01 16:18:00,neutral,neutral,neutral,neutral
